,ID,t,phi,f,P,mw,w10m,v,r,rf
6,1726,-6,124.2,1.57e-05,1004.0,0.0,3.96,18.20762988,420.4958242,2.46
12,1726,12,120.4,1.36e-05,1004.0,0.0,6.8,26.16163125,426.8853954,11.22
13,1726,15,120.05,1.35e-05,1004.0,0.0,6.58,13.2866408,445.0454328,9.36
20,1826,-15,124.2,2.1e-05,955.0,80.0,2.71,17.7613865,420.6817425,0.3
31,1826,18,118.4,2.16e-05,990.0,50.0,3.2,10.24425832,405.9897359,10.17
32,1826,21,118.2,2.19e-05,990.0,50.0,2.72,10.23893761,436.4986692,10.23
44,1330,6,118.0,1.54e-05,940.0,90.0,9.21,45.67382788,420.0678868,42.15
52,2002,-21,124.7,1.72e-05,1006.0,0.0,2.35,19.44527929,414.4186821,4.02
66,2002,21,117.6,2.1e-05,998.0,35.0,3.95,14.4677759,435.0812774,3.87
71,1409,-15,124.7,1.62e-05,950.0,80.0,2.0,16.69147687,445.5417394,4.95
82,1409,18,117.2,1.93e-05,970.0,60.0,5.28,17.04069548,414.3625267,11.52
87,1325,-18,124.95,1.92e-05,972.5,67.5,1.28,16.1061061,432.979296,3.0
100,1325,21,117.0,1.88e-05,970.0,70.0,5.23,21.82108475,430.4383279,10.17
110,1914,0,122.7,2.28e-05,1006.0,0.0,1.87,19.7264154,448.5557161,1.41
122,1724,-15,124.3,1.6e-05,1006.0,0.0,2.37,26.01443846,417.6875953,1.74
134,1724,21,117.6,2.11e-05,1002.0,35.0,3.55,24.44118485,441.2377161,2.76
144,1829,0,121.6,1.35e-05,1004.0,0.0,3.31,35.07974319,438.4458081,4.38
145,1829,3,120.85,1.34e-05,1005.0,0.0,4.26,27.60387671,444.5370508,5.82
156,1311,-15,124.8,1.89e-05,940.0,90.0,1.34,22.61396535,413.9939184,2.46
165,1311,12,118.6,2.19e-05,965.0,70.0,4.63,24.86471559,413.290977,12.15
170,1510,-24,125.0,1.93e-05,990.0,40.0,3.76,0.0,440.1512506,0.84
171,1510,-21,124.8,1.97e-05,990.0,40.0,3.42,14.78651547,428.3469913,3.42
172,1510,-18,124.6,2.02e-05,990.0,40.0,3.77,14.78063406,421.0396799,3.0
185,1510,21,119.65,2.25e-05,992.0,40.0,6.54,7.66801259,407.5882682,20.55
186,1510,24,119.5,2.27e-05,992.0,40.0,4.45,7.664905716,428.7500836,10.86
189,1929,-18,123.4,1.49e-05,970.0,80.0,2.71,28.22827671,407.7150178,1.02
236,1003,21,117.0,1.89e-05,1002.0,0.0,1.31,17.0549458,431.5126155,6.96
238,1220,-24,117.2,1.93e-05,992.0,45.0,1.48,0.0,415.4111979,12.27
253,1220,21,117.0,1.81e-05,994.0,40.0,2.78,14.49157019,429.6140436,1.56
260,1213,-9,124.1,2.14e-05,992.0,40.0,4.65,11.26458577,432.1598828,3.66
261,1213,-6,123.8,2.15e-05,992.0,40.0,5.62,11.2591786,415.6663109,6.27
262,1213,-3,123.6,2.17e-05,992.0,40.0,6.14,8.998279594,412.5870066,10.44
263,1213,0,123.4,2.19e-05,992.0,40.0,5.33,8.993717406,411.3064096,10.86
264,1213,3,123.05,2.22e-05,992.0,40.0,5.83,15.4442865,412.2484157,8.07
265,1213,6,122.7,2.25e-05,992.0,40.0,5.47,15.43040738,418.4589716,9.33
266,1213,9,121.8,2.29e-05,991.0,42.5,4.6,34.24027699,424.6062749,8.67
278,1822,-6,123.2,2.21e-05,905.0,110.0,5.41,33.69506829,416.3665313,19.47
279,1822,-3,122.3,2.25e-05,905.0,110.0,6.31,33.64450218,401.8679689,24.48
282,1822,6,120.1,2.28e-05,940.0,90.0,7.68,16.85922479,415.2314329,21.66
290,1625,-21,122.85,1.41e-05,1000.0,0.0,2.2,14.73182923,429.2804127,2.7
309,1416,-15,121.75,2.27e-05,987.5,45.0,3.55,33.41751161,407.2478874,59.01
310,1416,-12,120.9,2.32e-05,985.0,45.0,4.78,33.35529999,443.5557816,47.22
311,1416,-9,120.3,2.29e-05,985.0,45.0,6.02,23.06707348,421.9238865,40.65
312,1416,-6,119.7,2.26e-05,985.0,45.0,6.98,23.09487728,411.00956,39.51
326,1119,-15,124.1,2.11e-05,940.0,90.0,2.06,32.83856569,418.5612714,0.45
336,1119,15,117.6,2.07e-05,970.0,65.0,4.92,21.42704427,417.8333593,2.07
344,1723,-12,123.2,1.47e-05,1006.0,0.0,4.36,27.81067105,402.8566874,20.4
354,1723,18,117.7,1.57e-05,1000.0,35.0,3.24,17.220377,426.3344186,9.06
376,2019,-18,125.0,1.73e-05,905.0,120.0,3.49,28.02074245,443.4217316,33.93
389,2019,21,117.2,1.89e-05,1000.0,35.0,3.19,14.33012289,410.2020306,0.57
399,1315,0,124.2,2.11e-05,998.0,35.0,4.08,25.65976188,427.0610652,2.91
400,1315,3,124.0,2.16e-05,997.0,37.5,3.46,14.76048525,434.9128808,3.27
401,1315,6,123.8,2.2e-05,996.0,40.0,3.34,14.75410507,447.1427151,2.1
412,1223,-12,123.1,1.47e-05,997.0,37.5,5.17,30.50870585,400.9579871,3.96
420,1223,12,117.2,1.81e-05,997.0,40.0,7.14,14.37629124,408.4341373,47.28
427,1626,-18,124.55,1.7e-05,925.0,100.0,4.88,19.84468281,405.163758,1.2
438,1626,15,117.0,1.86e-05,975.0,65.0,4.32,26.17983543,429.1398177,5.37
444,1928,-18,124.7,1.62e-05,950.0,90.0,4.47,16.38122082,445.5417394,2.07
457,1928,21,117.2,1.77e-05,992.0,50.0,4.44,14.86305376,412.1629422,8.76
462,1720,-15,122.6,2.29e-05,995.0,35.0,2.17,25.27056882,449.491918,5.52
463,1720,-12,121.9,2.27e-05,994.0,35.0,1.68,25.29136608,410.7047468,3.9
473,1720,18,118.1,2.16e-05,980.0,50.0,4.01,11.64969444,428.1888818,27.72
490,1522,18,117.8,2.11e-05,990.0,50.0,5.15,20.88180276,424.0240002,4.62
497,1506,-12,124.9,1.9e-05,945.0,90.0,2.73,14.17657456,425.3047773,0.09
505,1506,12,122.5,2.27e-05,922.5,107.5,3.52,15.21175595,430.1406682,0.33
529,1714,-18,124.9,1.89e-05,1000.0,35.0,1.65,20.04812768,424.6485759,1.65
540,1714,15,118.8,2.19e-05,995.0,40.0,2.38,27.94592675,400.6564377,11.22
549,1622,-9,123.9,2.13e-05,907.5,107.5,3.71,30.48024924,408.8703615,0.51
554,1622,6,120.1,2.3e-05,945.0,80.0,5.85,27.84077541,431.4543983,4.05
561,1621,-24,125.0,1.78e-05,975.0,60.0,1.96,0.0,436.6081251,1.56
573,1621,12,117.8,2.09e-05,967.5,67.5,4.85,21.64333885,411.3643036,5.28
599,1308,-12,125.0,1.86e-05,1006.0,0.0,1.65,11.38055083,432.9664427,1.38
600,1308,-9,124.7,1.91e-05,1005.0,0.0,1.7,18.2847184,404.8209602,1.74
606,1308,9,122.65,2.24e-05,1003.0,17.5,2.76,33.86383741,411.1883688,8.16
630,2001,-21,124.0,1.57e-05,977.5,67.5,3.36,16.26980844,402.5995118,7.71
643,2001,18,119.6,2.26e-05,1000.0,35.0,1.64,16.39298823,414.6226091,14.58
665,1002,-18,124.8,1.8e-05,975.0,65.0,1.32,30.56326237,413.2085527,4.41
685,1203,-9,124.95,1.97e-05,997.0,17.5,3.37,12.32327162,442.2615304,8.1
686,1203,-6,124.8,2e-05,996.0,35.0,2.87,12.3199054,436.9117428,7.17
687,1203,-3,124.55,2.04e-05,993.0,40.0,3.07,14.22789078,425.1249264,6.3
688,1203,0,124.3,2.08e-05,990.0,45.0,3.76,14.21937021,417.5310919,6.87
689,1203,3,124.3,2.11e-05,987.5,47.5,3.92,9.248138421,432.5099549,8.7
690,1203,6,124.3,2.14e-05,985.0,50.0,4.39,9.248214318,448.7016356,9.42
698,2022,-21,125.15,1.83e-05,982.5,60.0,1.43,19.8404372,449.1179671,12.21
719,1604,-9,124.4,2.05e-05,994.0,40.0,4.37,29.96659795,415.8522405,0.12
720,1604,-6,124.1,2.08e-05,992.0,42.5,4.88,14.11643882,402.6354504,1.14
724,1604,6,122.7,2.23e-05,980.0,55.0,4.1,19.16376022,403.5987572,0.81
725,1604,9,122.3,2.27e-05,975.0,60.0,4.31,19.14319217,422.7041606,0.78
726,1604,12,121.75,2.31e-05,975.0,60.0,5.52,22.31028797,439.9028317,23.25
736,1415,-9,124.5,2.05e-05,970.0,65.0,1.96,24.06914905,425.2558843,16.53
743,1415,12,118.9,2.24e-05,972.5,62.5,6.8,24.77939124,431.8611506,21.03
771,1104,-6,124.9,1.91e-05,1004.0,0.0,1.7,19.39081569,426.0319491,4.02
772,1104,-3,124.7,1.95e-05,1003.0,0.0,2.23,14.78982318,412.298234,6.48
773,1104,0,124.5,1.99e-05,1002.0,0.0,1.77,14.78400932,403.1369652,5.61
774,1104,3,124.35,2.04e-05,1002.0,0.0,1.66,15.73161649,406.0739253,5.46
775,1104,6,124.2,2.09e-05,1002.0,0.0,2.68,15.72805044,414.5007176,6.42
776,1104,9,123.95,2.14e-05,1002.0,0.0,2.36,18.859733,423.6503131,11.67
777,1104,12,123.7,2.2e-05,1002.0,0.0,2.47,18.84973844,440.1182165,13.35
785,2018,-15,124.7,1.69e-05,985.0,60.0,1.45,30.68185937,424.1930942,2.01
795,2018,15,117.5,1.69e-05,965.0,75.0,6.74,23.46259834,400.0598743,19.26
805,1329,-6,123.1,2.25e-05,980.0,65.0,1.44,20.77207022,438.5256435,0.0
806,1329,-3,122.45,2.27e-05,977.5,67.5,1.87,23.58135659,423.0444788,0.0
807,1329,0,121.8,2.28e-05,975.0,70.0,3.01,23.56217023,419.1791946,0.03
808,1329,3,121.2,2.3e-05,975.0,70.0,3.48,21.44714988,421.8988676,0.09
809,1329,6,120.6,2.31e-05,975.0,70.0,2.34,21.43503895,434.2495148,0.12
822,1905,-6,123.9,2.15e-05,994.0,35.0,3.76,17.81977131,423.3964394,8.37
823,1905,-3,123.65,2.16e-05,994.0,35.0,3.19,9.050386341,408.2377548,6.9
825,1905,3,123.45,2.21e-05,994.0,35.0,3.11,14.90262716,431.8973334,8.4
837,1208,-12,124.9,1.98e-05,1004.0,0.0,3.39,13.67306772,440.1316771,5.52
838,1208,-9,124.6,2e-05,1004.0,0.0,3.69,13.00923989,416.9694888,3.0
842,1208,3,123.05,2.22e-05,1002.0,0.0,4.38,28.69651205,416.926501,12.54
850,2015,-24,124.8,1.73e-05,1004.0,0.0,1.27,0.0,422.2653043,31.71
863,2015,15,117.4,1.6e-05,1006.0,0.0,1.61,21.7935346,440.0049723,49.89
868,1101,-21,124.7,1.7e-05,996.0,35.0,2.12,13.15899415,420.668698,0.15
882,1101,21,122.3,2.25e-05,996.0,35.0,6.51,14.79759299,401.8679689,7.74
886,1013,-18,123.75,2.19e-05,885.0,125.0,2.08,16.02779235,439.5230135,0.54
887,1013,-15,123.3,2.19e-05,885.0,125.0,2.64,16.03215053,404.7656539,0.84
900,1013,24,117.75,2.1e-05,950.0,80.0,5.0,7.69394962,418.8277029,15.63
912,1912,9,117.3,2.07e-05,998.0,35.0,2.85,41.57873195,445.7902196,0.27
933,1108,21,118.6,2.24e-05,990.0,45.0,3.8,28.05120654,444.3758033,9.09
959,1206,-3,124.5,2.07e-05,1000.0,35.0,3.02,24.96183136,433.0550851,3.36
960,1206,0,123.9,2.11e-05,1000.0,35.0,2.17,24.92845377,401.8693758,1.95
961,1206,3,123.65,2.18e-05,999.0,35.0,2.31,22.18759922,424.2775639,1.71
