rf,fitted_lin,resid ^2,,,,,,fitted_step,resid^2,,,,
0.57,5.82337151,27.59791222,,Rsquared new,,p val,,2.977117353,5.79421395,,Rsquared new,,p val
0.6,8.080497647,55.95784504,,5.82E-03,,1.00E+00,,3.312837062,7.359484927,,1.42E-02,,1.00E+00
1.23,10.72619706,90.17775864,,n,,,,3.838993233,6.80684569,,n,,
7.05,8.773802557,2.971495254,,9.69E+02,,,,4.888533684,4.671936636,,9.69E+02,,
11.16,7.869656772,10.82635856,,,,,,5.503475207,31.99627273,,,,
7.62,11.4077832,14.34730161,,,,,,7.700853223,0.006537244,,,,
2.46,13.82301526,129.1181157,,,,,,10.36859508,62.54587614,,,,
2.1,17.08358673,224.5078712,,,,,,14.06187163,143.0863729,,,,
4.08,18.24303112,200.5914506,,,,,,15.93369741,140.5101423,,,,
10.53,21.963959,130.7354185,,,,,,19.76879953,85.35541673,,,,
9.57,26.3333499,281.0098999,,,,,,23.51561189,194.4800909,,,,
12.3,26.20558487,193.3652907,,,,,,23.57098474,127.0350971,,,,
11.22,23.95881147,162.2773176,,,,,,20.54319753,86.92201224,,,,
9.36,21.29457274,142.4340265,,,,,,14.00324782,21.55975035,,,,
10.65,20.01041351,87.61734102,,,,,,12.76154955,4.458641507,,,,
17.91,19.78293604,3.507889399,,,,,,13.13453963,22.80502177,,,,
17.73,16.09294448,2.679950791,,,,,,11.24407579,42.06721282,,,,
0.12,1.098801998,0.958053351,,,,,,2.162561851,4.172058915,,,,
0,2.580541511,6.659194491,,,,,,1.38126239,1.90788579,,,,
0,3.364267364,11.3182949,,,,,,1.717355013,2.949308242,,,,
0.3,6.790375746,42.12497733,,,,,,3.724194908,11.72511077,,,,
0.03,8.219821744,67.07318019,,,,,,4.607589666,20.95432715,,,,
0.03,8.223592638,67.13496032,,,,,,4.436065687,19.41341484,,,,
0.06,12.07326594,144.3185585,,,,,,8.763952527,75.75878959,,,,
1.62,14.66500373,170.1721224,,,,,,13.25320872,135.3315452,,,,
0.63,17.49629983,284.47207,,,,,,18.3890851,315.3851037,,,,
0.3,20.25087616,398.0374594,,,,,,23.99257922,561.3383099,,,,
9.51,22.96457686,181.0256384,,,,,,25.80053407,265.3815001,,,,
18.42,22.67742185,18.12564078,,,,,,23.98713622,30.99300567,,,,
17.85,17.59945734,0.062771624,,,,,,16.6018326,1.557921849,,,,
12.42,13.49212018,1.149441688,,,,,,13.80956547,1.930892202,,,,
10.17,10.23218721,0.00386725,,,,,,11.53652997,1.867404156,,,,
10.23,7.839928317,5.712442652,,,,,,9.932167278,0.088704331,,,,
9.33,7.014933244,5.359534086,,,,,,9.445318564,0.013298371,,,,
9.84,-5.720510466,242.129486,,,,,,5.88837767,15.61531904,,,,
8.7,-0.476672525,84.21131863,,,,,,10.08556552,1.919791821,,,,
6.81,-1.269950561,65.28560106,,,,,,11.24999289,19.71353689,,,,
9.72,1.817760115,62.4453952,,,,,,7.870958777,3.418953446,,,,
9,6.574737506,5.881898164,,,,,,6.399150757,6.764416784,,,,
8.4,13.61570366,27.20356463,,,,,,8.891547066,0.241618518,,,,
10.47,17.91689679,55.45627179,,,,,,12.90761579,5.941970729,,,,
31.74,23.44457645,68.81405179,,,,,,20.99751236,115.4010407,,,,
27.36,27.88074227,0.271172509,,,,,,28.79511837,2.059564733,,,,
19.11,30.28811617,124.9502812,,,,,,35.9276652,282.8338628,,,,
42.15,31.02368444,123.7948979,,,,,,36.28542637,34.39322389,,,,
30.21,27.3398507,8.237756995,,,,,,19.36506666,117.6125791,,,,
19.2,24.54131486,28.5296444,,,,,,15.1647811,16.28299158,,,,
24.63,22.68836756,3.769936535,,,,,,21.00545213,13.13734725,,,,
28.77,19.10977199,93.32000518,,,,,,17.33809636,130.6884209,,,,
9.75,13.17137752,11.70582414,,,,,,10.93455674,1.403174659,,,,
3.87,8.500114805,21.43796311,,,,,,8.819447818,24.4970337,,,,
10.26,10.62552867,0.13361121,,,,,,8.483164772,3.157143429,,,,
4.02,10.17943202,37.93860276,,,,,,8.308896886,18.3946365,,,,
7.62,10.46076456,8.069943271,,,,,,8.910475108,1.665326005,,,,
13.98,10.76391543,10.34319994,,,,,,9.14886428,23.33987235,,,,
11.79,11.68675432,0.01065967,,,,,,8.854208419,8.618872208,,,,
5.64,12.82244559,51.58752469,,,,,,8.956205821,10.99722105,,,,
2.16,16.31120281,200.2565411,,,,,,12.88278897,114.9782033,,,,
0.39,16.61018914,263.0945356,,,,,,12.49543813,146.5416323,,,,
2.55,17.15406316,213.2786609,,,,,,12.36106722,96.25703993,,,,
9.33,11.71383343,5.682661813,,,,,,4.381004097,24.49256045,,,,
16.08,11.23659302,23.45859121,,,,,,7.146220451,79.81241703,,,,
23.19,15.39928515,60.6952378,,,,,,14.65783365,72.79786257,,,,
38.7,16.54679943,490.7642956,,,,,,16.27305032,502.9680718,,,,
32.58,19.09881732,181.7422866,,,,,,18.31581942,203.4668477,,,,
18.27,15.67148856,6.75226168,,,,,,14.9675897,10.90591378,,,,
3.87,12.77230061,79.25095618,,,,,,13.75213933,97.65667777,,,,
4.14,7.454573048,10.98639449,,,,,,11.38898536,52.54778868,,,,
2.1,-4.348143308,41.57855212,,,,,,3.214580771,1.242290294,,,,
2.64,3.591762382,0.905851631,,,,,,-1.124818389,14.1738575,,,,
3.87,3.802958102,0.004494616,,,,,,0.208173725,13.40897167,,,,
4.95,5.239292267,0.083690016,,,,,,0.892433651,16.46384467,,,,
14.16,9.500406242,21.71181399,,,,,,2.508087773,135.7670585,,,,
32.28,12.27973565,400.0105742,,,,,,4.915153686,748.8348138,,,,
36.24,15.29250834,438.7974067,,,,,,7.211739817,842.6398893,,,,
28.68,16.90674882,138.6094434,,,,,,7.897218248,431.9240174,,,,
21.93,25.28589812,11.26205216,,,,,,23.61255022,2.830975256,,,,
26.82,25.60426086,1.478021652,,,,,,25.38804393,2.050498194,,,,
42.66,25.64397039,289.5452637,,,,,,27.34457291,234.5623069,,,,
43.68,26.51167443,294.7514029,,,,,,29.44554129,202.6198149,,,,
21.57,31.51307132,98.86466734,,,,,,32.88805122,128.0982834,,,,
19.38,25.42851058,36.58448026,,,,,,23.44239177,16.5030269,,,,
11.52,16.44361094,24.2419447,,,,,,11.89746282,0.142478182,,,,
5.73,9.047060491,11.0028903,,,,,,7.338361755,2.586827535,,,,
2.1,5.930889587,14.67571503,,,,,,6.918177912,23.2148384,,,,
10.14,2.03218703,65.73663116,,,,,,4.308386319,34.00771813,,,,
4.74,2.876924156,3.4710516,,,,,,2.964019126,3.154108064,,,,
3,4.332088085,1.774458667,,,,,,3.045816007,0.002099106,,,,
2.7,5.60300156,8.427418055,,,,,,3.768246631,1.141150865,,,,
2.85,7.990023215,26.41983865,,,,,,4.471213507,2.628333236,,,,
3.45,9.538098957,37.06494891,,,,,,5.583466567,4.551679593,,,,
6.66,12.66112607,36.01351412,,,,,,10.15687145,12.22810994,,,,
21.42,16.62322014,23.00909702,,,,,,15.43508338,35.819227,,,,
40.71,21.69967587,361.3924236,,,,,,22.95238493,315.3328931,,,,
35.52,23.65713565,140.7275506,,,,,,27.95330849,57.25482046,,,,
27.33,25.65451579,2.807247353,,,,,,31.73437104,19.39848425,,,,
22.95,22.48178634,0.219224035,,,,,,26.0951454,9.891939585,,,,
23.97,16.79289898,51.51077905,,,,,,16.31888279,58.53959463,,,,
26.7,16.99565622,94.17428815,,,,,,15.87203457,117.2448354,,,,
15.99,19.86301226,15.000224,,,,,,19.18715035,10.22177037,,,,
10.17,17.01215732,46.81511682,,,,,,15.30194468,26.33685617,,,,
7.89,12.75024076,23.62194022,,,,,,11.68117333,14.37299525,,,,
7.35,-2.556581863,98.14036421,,,,,,5.98494875,1.863364916,,,,
5.73,-2.137029722,61.89015664,,,,,,5.555861119,0.03032435,,,,
4.2,-1.516843308,32.68229741,,,,,,5.422943077,1.49558977,,,,
2.91,4.357690282,2.095807154,,,,,,4.721733119,3.282376894,,,,
1.2,7.152684944,35.43445805,,,,,,5.915797265,22.23874385,,,,
0.96,6.88865493,35.14894928,,,,,,7.409544731,41.59662724,,,,
1.14,4.612315451,12.05697459,,,,,,7.281502216,37.71804946,,,,
1.08,4.905494613,14.63440903,,,,,,7.935863503,47.00286438,,,,
1.41,4.892969471,12.13107634,,,,,,8.263670865,46.97280432,,,,
0.57,4.294584766,13.87253168,,,,,,7.742378504,51.4430134,,,,
0.18,2.112554907,3.734768468,,,,,,6.971682887,46.12695644,,,,
1.23,4.389498191,9.982428816,,,,,,8.469230263,52.40645481,,,,
3.81,8.199462199,19.2673784,,,,,,11.12402571,53.49497209,,,,
8.37,9.794436469,2.029019253,,,,,,13.23330183,23.65170469,,,,
16.62,4.34577281,150.6566531,,,,,,10.53360706,37.04417902,,,,
14.13,1.966586602,147.9486255,,,,,,9.002407514,26.2922047,,,,
19.71,0.181765385,381.3519472,,,,,,9.187015905,110.7331943,,,,
0.06,6.869863903,46.37424638,,,,,,1.568613875,2.275915823,,,,
0.42,7.884652289,55.72103379,,,,,,3.692612473,10.7099924,,,,
0.69,9.411609077,76.06646489,,,,,,6.230062539,30.69229294,,,,
1.74,11.16169024,88.76824692,,,,,,8.342187647,43.58888172,,,,
3.6,14.25654979,113.5620535,,,,,,10.57916774,48.7087824,,,,
6.57,16.37525921,96.14310827,,,,,,12.22311726,31.9577347,,,,
12.87,23.19325604,106.5696153,,,,,,22.94220976,101.4494094,,,,
21.06,26.02491364,24.65036742,,,,,,28.12193542,49.87093181,,,,
44.79,25.2386091,382.256886,,,,,,26.70980192,326.8935627,,,,
52.92,22.32878974,935.8221454,,,,,,22.04498279,953.2666876,,,,
48.84,17.77014784,965.3357132,,,,,,18.93601693,894.2482033,,,,
33.15,17.85922066,233.8079328,,,,,,23.20966254,98.81030891,,,,
50.67,20.421144,914.9932895,,,,,,26.84598894,567.5835031,,,,
65.97,15.97252935,2499.747072,,,,,,21.16185625,2007.769746,,,,
13.26,15.29123698,4.125923683,,,,,,20.26204967,49.02869955,,,,
2.76,13.12179513,107.3667982,,,,,,17.31387382,211.815243,,,,
1.44,6.453071737,25.13088824,,,,,,10.86624328,88.85406246,,,,
0.51,-2.750981169,10.63399819,,,,,,1.262659973,0.566497035,,,,
0.48,5.919561836,29.58883296,,,,,,-3.611407059,16.73961173,,,,
0.39,9.458036219,82.22928086,,,,,,-2.598962181,8.93389492,,,,
0.18,11.57852269,129.9263196,,,,,,1.907380603,2.983843747,,,,
0.39,8.504089398,65.83844676,,,,,,4.306406774,15.33824202,,,,
0.54,10.66667093,102.5494642,,,,,,6.397555778,34.31095969,,,,
0.57,11.91453166,128.6983986,,,,,,8.54029897,63.52566567,,,,
1.62,13.23183149,134.8346304,,,,,,10.08495821,71.65551745,,,,
4.38,15.34270799,120.1809665,,,,,,12.51376483,66.15813033,,,,
5.82,17.25386183,130.7331962,,,,,,14.65423302,78.04367297,,,,
5.4,21.08238023,245.9370497,,,,,,17.96617515,157.9087579,,,,
7.56,20.11290676,157.575468,,,,,,18.64906172,122.9672899,,,,
7.14,17.31812829,103.5942954,,,,,,16.80526863,93.41741778,,,,
6.78,14.16349015,54.51592678,,,,,,14.07114477,53.160792,,,,
6.18,13.13498656,48.37183809,,,,,,13.04143765,47.07932657,,,,
5.97,11.76728408,33.60850266,,,,,,11.09659248,26.28195044,,,,
6.39,9.831485256,11.84382076,,,,,,9.241235931,8.129546334,,,,
2.22,-1.851696448,16.57871197,,,,,,2.763803564,0.295722316,,,,
1.32,1.063036749,0.066030112,,,,,,0.049858246,1.613260076,,,,
1.56,1.523705341,0.001317302,,,,,,-0.635024905,4.818134335,,,,
2.46,2.991450747,0.282439896,,,,,,-0.617785178,9.472761603,,,,
6.45,5.171161063,1.635429027,,,,,,0.48385266,35.59491409,,,,
11.34,4.783260592,42.99083166,,,,,,-0.667012788,144.1683561,,,,
17.1,8.706295798,70.45427023,,,,,,1.990479947,228.2975962,,,,
16.92,11.51914864,29.16919544,,,,,,5.077795691,140.2378029,,,,
13.92,14.54694586,0.393061111,,,,,,9.382404563,20.58977235,,,,
9.15,17.49929048,69.71065147,,,,,,14.89355867,32.98846622,,,,
9.93,18.03601276,65.70744293,,,,,,17.56553516,58.30139715,,,,
11.22,16.21585453,24.95856244,,,,,,16.42217608,27.06263593,,,,
12.15,14.15729652,4.029239329,,,,,,13.22918624,1.164642931,,,,
16.08,15.74525868,0.112051751,,,,,,13.06161621,9.110640688,,,,
16.47,10.04203552,41.31872742,,,,,,9.618073721,46.94889373,,,,
11.46,8.794369396,7.105586516,,,,,,8.139773254,11.02390565,,,,
9.33,4.923190995,19.41996561,,,,,,5.344422285,15.88482972,,,,
0.84,10.3767252,90.94912747,,,,,,6.903436896,36.76526699,,,,
3.42,11.18555352,60.3038214,,,,,,7.605819923,17.52108843,,,,
3,11.99308816,80.87563474,,,,,,8.474998451,29.97560804,,,,
8.88,12.68057122,14.44434157,,,,,,9.315307194,0.189492353,,,,
10.92,12.67031103,3.06358871,,,,,,9.627622432,1.670239779,,,,
3.75,14.51100762,115.7992849,,,,,,11.73858326,63.81746247,,,,
5.7,16.98475329,127.3456569,,,,,,14.5392636,78.13258096,,,,
11.07,15.87029745,23.04285558,,,,,,13.25057722,4.754916992,,,,
4.32,12.02150684,59.31320766,,,,,,10.79359678,41.90745523,,,,
1.02,12.77603854,138.2044421,,,,,,12.22472618,125.5458888,,,,
4.14,13.62151314,89.89909137,,,,,,13.51644049,87.9176363,,,,
3.96,15.49154516,132.9765338,,,,,,17.30190641,178.0064666,,,,
1.05,11.13864083,101.7806738,,,,,,13.21147241,147.9014112,,,,
1.83,11.23886302,88.52670337,,,,,,11.67998958,97.02229479,,,,
10.05,18.50168232,71.43093409,,,,,,15.41045347,28.73446136,,,,
20.55,17.79501038,7.589967821,,,,,,13.58091043,48.5682094,,,,
10.86,11.11243516,0.06372351,,,,,,10.28207241,0.334000304,,,,
0.15,10.92014373,115.9959959,,,,,,2.347786989,4.830267649,,,,
0.24,16.47932415,263.7156487,,,,,,9.178418594,79.89532695,,,,
1.02,13.37419166,152.6260515,,,,,,8.841797549,61.18051689,,,,
2.28,12.65812759,107.7055322,,,,,,9.780606903,56.25910391,,,,
4.44,14.7377707,106.0440814,,,,,,12.37041599,62.89149776,,,,
6.06,17.64593352,134.2338556,,,,,,16.20045254,102.8287778,,,,
4.95,19.70200978,217.6217927,,,,,,19.49226388,211.4774387,,,,
16.29,23.96114022,58.8463923,,,,,,26.24508628,99.10374278,,,,
11.1,25.69673517,213.0646777,,,,,,29.46071006,337.115674,,,,
23.73,23.9968161,0.071190832,,,,,,26.37010112,6.970133921,,,,
40.17,22.7186079,304.5510863,,,,,,25.18190177,224.6430885,,,,
14.01,19.27734103,27.74488153,,,,,,20.86963777,47.05463028,,,,
13.95,17.89503769,15.56332241,,,,,,19.07586444,26.27448625,,,,
11.94,15.82940493,15.12747068,,,,,,16.22503658,18.36153847,,,,
14.19,12.54170373,2.71688061,,,,,,13.11119328,1.163823937,,,,
8.46,13.17624974,22.24301164,,,,,,13.89600172,29.5501147,,,,
3.6,13.94752685,107.0713118,,,,,,14.98855695,129.6992294,,,,
5.22,-7.827426619,170.2353414,,,,,,5.535358809,0.099451179,,,,
3.06,-6.043923218,82.88141797,,,,,,2.84417419,0.04658078,,,,
1.5,-3.1007888,21.16725758,,,,,,1.331459304,0.028405966,,,,
0.9,-2.010652064,8.47189544,,,,,,1.721217971,0.674398956,,,,
1.59,-1.787305541,11.40619271,,,,,,2.018515108,0.183625197,,,,
1.71,-1.231611179,8.653076327,,,,,,2.386699434,0.457922124,,,,
1.44,2.567312656,1.270833825,,,,,,3.810738104,5.620399159,,,,
2.73,3.623901589,0.799060051,,,,,,4.238082019,2.274311376,,,,
3.39,5.35823046,3.873931145,,,,,,5.313140484,3.698469321,,,,
2.37,5.287444906,8.511484782,,,,,,5.6924172,11.03845605,,,,
2.37,4.719179205,5.518642939,,,,,,5.744326302,11.38607799,,,,
3.03,2.456502794,0.328899045,,,,,,5.203192236,4.722764496,,,,
4.59,3.0227901,2.45614687,,,,,,5.653877381,1.131835081,,,,
5.31,3.544210954,3.118010955,,,,,,5.333882911,0.000570393,,,,
4.05,1.866461531,4.767840247,,,,,,3.54921617,0.250784444,,,,
3.42,1.503683374,3.672269413,,,,,,1.973489805,2.092391745,,,,
3.45,-3.411496126,47.08012909,,,,,,0.892950037,6.538504515,,,,
3.51,9.720928288,38.5756302,,,,,,11.12553529,57.99637768,,,,
7.2,9.081927396,3.541650726,,,,,,8.785440234,2.513620734,,,,
7.05,10.35050365,10.89332431,,,,,,9.66789283,6.853362867,,,,
4.8,12.22772865,55.17115291,,,,,,11.49616187,44.83858386,,,,
5.01,13.71692374,75.81052102,,,,,,13.39848818,70.36673398,,,,
6.81,13.03646422,38.76885668,,,,,,12.27626402,29.88004236,,,,
9.6,14.02040809,19.54000771,,,,,,10.77294834,1.375807819,,,,
9.54,13.81224867,18.25210873,,,,,,9.214917533,0.105678611,,,,
7.83,14.40523812,43.23375638,,,,,,7.131296343,0.4881868,,,,
6.09,13.01471552,47.95168508,,,,,,7.45562322,1.864926778,,,,
9.6,13.66004344,16.48395271,,,,,,11.35195124,3.069333156,,,,
11.97,11.70940097,0.067911856,,,,,,9.808680535,4.671301831,,,,
9.42,10.77137258,1.826207842,,,,,,10.34861896,0.862333173,,,,
8.97,10.97199871,4.007998825,,,,,,11.87776354,8.455088792,,,,
9.33,7.452362936,3.525520945,,,,,,9.328708038,1.66917E-06,,,,
6.96,5.752253601,1.458651365,,,,,,8.730498306,3.134664251,,,,
5.22,11.18656257,35.59986889,,,,,,12.4554256,52.35138364,,,,
12.27,9.002721701,10.67510748,,,,,,7.879774302,19.27408168,,,,
13.29,10.01906018,10.69904729,,,,,,9.561003422,13.90541548,,,,
12.39,11.04311258,1.81410571,,,,,,10.48178536,3.641283119,,,,
12.84,13.38718319,0.299409441,,,,,,11.80842168,1.064153834,,,,
16.65,14.07168618,6.64770215,,,,,,12.66769534,15.85875039,,,,
21.51,14.25034244,52.70262794,,,,,,12.89854689,74.15712462,,,,
13.86,11.69974767,4.666690124,,,,,,11.5814362,5.191852988,,,,
7.83,11.61673525,14.33936386,,,,,,11.71907714,15.12492103,,,,
9.96,15.90158585,35.30244241,,,,,,14.95398204,24.93985666,,,,
9.6,16.55957773,48.43572218,,,,,,15.1493345,30.7951134,,,,
3.63,15.41204501,138.8165846,,,,,,14.40530362,116.1071682,,,,
1.38,15.43241173,197.4702755,,,,,,14.99090158,185.2566417,,,,
1.32,14.09412284,163.1782144,,,,,,13.92782351,158.9572136,,,,
1.86,13.26724822,130.125312,,,,,,13.65562331,139.1367293,,,,
1.38,9.681418022,68.91354117,,,,,,11.08567421,94.20011188,,,,
1.56,10.91736875,87.5603499,,,,,,11.73061724,103.4414551,,,,
2.04,9.307552809,52.81732383,,,,,,10.37064849,69.39970428,,,,
5.73,2.971888082,7.607181351,,,,,,3.352945547,5.650387871,,,,
3.66,6.020301532,5.571023322,,,,,,3.562057201,0.009592792,,,,
4.29,7.306770627,9.100905014,,,,,,4.696114631,0.164929093,,,,
4.71,6.929637102,4.926788867,,,,,,5.728360006,1.037057101,,,,
3.57,9.05415394,30.07594444,,,,,,7.504875207,15.4832429,,,,
3.66,12.9965403,87.17098469,,,,,,9.781460031,37.47227291,,,,
6.27,16.00277718,94.72695172,,,,,,11.94401587,32.19445613,,,,
10.44,17.03831726,43.53779067,,,,,,12.29075161,3.425281516,,,,
10.86,14.55126965,13.62547165,,,,,,11.46397635,0.364787435,,,,
8.07,16.51972447,71.39784368,,,,,,13.76469559,32.42955781,,,,
9.33,15.14771007,33.84575049,,,,,,12.99532867,13.43463423,,,,
8.67,14.85856426,38.29832756,,,,,,15.78071241,50.56223096,,,,
7.56,13.97061616,41.09599958,,,,,,15.16392142,57.81962101,,,,
7.44,15.65935266,67.55775814,,,,,,14.37836872,48.14096054,,,,
8.58,20.18805818,134.7470146,,,,,,15.95833691,54.43985562,,,,
8.16,16.51549242,69.81425363,,,,,,11.87742315,13.8192349,,,,
6.33,11.21650013,23.87788351,,,,,,8.54866514,4.922475005,,,,
2.4,-8.160968323,111.5340519,,,,,,9.191483211,46.12424421,,,,
4.44,-4.282458185,76.08127679,,,,,,5.144949441,0.496953715,,,,
6.9,-1.801268884,75.7120802,,,,,,4.388022551,6.310030702,,,,
8.4,-0.180852804,73.63103484,,,,,,4.167657648,17.91272179,,,,
7.14,4.76967289,5.61845061,,,,,,5.658041739,2.196200287,,,,
10.62,8.266651551,5.53824892,,,,,,8.143771569,6.131707241,,,,
19.47,11.32508264,66.33967882,,,,,,11.35402242,65.86909213,,,,
24.48,14.25685101,104.5127753,,,,,,15.16640096,86.74312716,,,,
18,18.02589942,0.00067078,,,,,,17.75826794,0.058434391,,,,
25.11,20.70924729,19.3666244,,,,,,20.82103142,18.39525146,,,,
21.66,19.12646429,6.418803209,,,,,,13.44794486,67.43784957,,,,
13.38,18.56975104,26.93351588,,,,,,11.91720005,2.139783691,,,,
8.22,20.91124272,161.0676418,,,,,,16.10984559,62.2496634,,,,
6.75,19.17226991,154.3127898,,,,,,12.05227494,28.11411958,,,,
4.68,12.50084506,61.16561744,,,,,,6.341119859,2.759319187,,,,
2.67,4.443432646,3.145063349,,,,,,4.358432457,2.850804162,,,,
2.1,1.066523765,1.068073128,,,,,,5.672503794,12.76278336,,,,
1.41,9.989852822,73.61387445,,,,,,5.553807716,17.17114238,,,,
2.7,10.37467477,58.9006329,,,,,,5.946237182,10.53805584,,,,
6.48,11.86006642,28.94511464,,,,,,6.884077157,0.163278349,,,,
8.28,16.30825531,64.45288334,,,,,,10.44387593,4.682359025,,,,
8.52,17.66806862,83.68715953,,,,,,12.10550868,12.85587252,,,,
5.25,20.87479433,244.1341979,,,,,,15.90783457,113.5894378,,,,
13.47,24.58246427,123.4868622,,,,,,21.44009666,63.52244074,,,,
23.28,26.79527479,12.35715688,,,,,,28.45556909,26.78651538,,,,
23.49,28.83878875,28.60954106,,,,,,32.92770467,89.07026937,,,,
11.19,28.51159531,300.0376642,,,,,,33.29776106,488.7530992,,,,
12.93,24.30192919,129.3207735,,,,,,27.58977511,214.9090062,,,,
10.47,21.40924289,119.667035,,,,,,23.08732661,159.1969308,,,,
11.46,19.87064975,70.73902917,,,,,,20.76842148,86.64671037,,,,
11.19,18.6347351,55.42408066,,,,,,16.81060433,31.59119299,,,,
8.46,16.08255601,58.10336008,,,,,,15.11106192,44.23662468,,,,
10.56,12.04508308,2.205471752,,,,,,12.7913918,4.97910936,,,,
9.54,11.13236172,2.535615835,,,,,,12.39254922,8.137037046,,,,
15.15,6.69474811,71.49128452,,,,,,8.203864429,48.24879938,,,,
29.4,11.9662611,303.9352521,,,,,,9.985554515,376.9206935,,,,
48.42,13.95962706,1187.517303,,,,,,12.24440863,1308.673411,,,,
59.01,14.0582242,2020.662147,,,,,,12.41684494,2170.922099,,,,
47.22,16.29269661,956.4980947,,,,,,14.38764668,1077.963424,,,,
40.65,19.26508851,457.3144394,,,,,,15.74554857,620.231701,,,,
39.51,22.43047664,291.7101182,,,,,,18.93553526,423.3085994,,,,
35.43,23.20143875,149.5377103,,,,,,15.73916998,387.728787,,,,
24.9,25.65073815,0.563607772,,,,,,18.67387513,38.76463095,,,,
10.02,19.89338802,97.48379096,,,,,,18.09558177,65.215021,,,,
4.26,14.33679729,101.5418437,,,,,,11.25967848,48.99549886,,,,
6.78,8.315631766,2.358164921,,,,,,3.442063431,11.14182054,,,,
6.6,6.457638727,0.020266732,,,,,,1.779183543,23.24027132,,,,
1.92,7.291577906,28.8538492,,,,,,-1.373246614,10.84547326,,,,
0.42,8.355527401,62.97259513,,,,,,-3.65977039,16.64452643,,,,
